AccountNumber,SnapshotDate,MOB,DisbursedDate,TimeSince30,TimeSince60,Ever30In6Months,Ever30In12Months,Ever30,Ever60In6Months,Ever60In12Months,Ever60,P_calibrated,WorstDelinquency6M,WorstDelinquency12M,WorstDelinquency,Score,Ever90_12M
7609506,2020-05-31,7,2019-10-04,0.0,0.0,0,0,0,0,0,0,0.0914502214334616,0,0,0,,0
7249063,2021-10-31,6,2021-04-09,7.0,0.0,1,1,1,1,1,1,0.0333718069627331,3,3,3,64.5,1
7281843,2021-06-30,23,2019-07-09,0.0,0.0,0,0,0,0,0,0,0.037006905843539,1,1,1,4.595842792451997,0
7150774,2021-01-31,9,2020-04-17,0.0,0.0,0,0,0,0,0,0,0.1212781699557446,1,1,1,4.595842792451997,0
7216310,2022-02-28,14,2020-12-11,0.0,0.0,0,0,0,0,0,0,0.1466921490237289,1,1,1,1.877307666638626,0
7249089,2021-11-30,7,2021-04-12,0.0,0.0,0,0,0,0,0,0,0.0505866286403935,1,1,1,1.877307666638626,0
5709001,2022-02-28,35,2019-03-21,0.0,0.0,0,0,0,0,0,0,0.0474148245439886,1,1,1,1.877307666638626,0
5741780,2019-08-31,4,2019-04-03,0.0,0.0,0,0,0,0,0,0,0.1701327667879569,1,1,1,4.595842792451997,0
7249113,2022-05-31,13,2021-04-19,0.0,0.0,0,0,0,0,0,0,0.1657002339082809,1,1,1,4.595842792451997,0
7707870,2022-05-31,4,2022-01-11,0.0,0.0,0,0,0,0,0,0,0.0679282486622184,1,1,1,4.595842792451997,0
7216351,2021-08-31,8,2020-12-01,0.0,0.0,0,0,0,0,0,0,0.0704592963104994,1,1,1,4.595842792451997,0
7150816,2021-09-30,27,2019-06-11,0.0,0.0,0,0,0,0,0,0,0.0405692336985045,1,1,1,1.877307666638626,0
7150824,2020-10-31,6,2020-04-06,0.0,6.0,1,1,1,1,1,1,0.1118965178895814,3,3,3,41.7,1
7183593,2021-12-31,17,2020-07-31,0.0,0.0,0,0,0,0,0,0,0.0570519651126664,0,0,1,3.654434525430721,0
7150832,2021-08-31,16,2020-04-01,0.0,0.0,0,0,0,0,0,0,0.1537905661420852,0,0,0,,0
7183601,2021-11-30,16,2020-07-28,0.0,0.0,0,0,0,0,0,0,0.0746860296575317,1,1,1,,0
7216369,2021-07-31,8,2020-11-30,0.0,0.0,0,0,0,0,0,0,0.0528011644630423,0,0,0,3.654434525430721,0
7740657,2022-09-30,5,2022-04-14,0.0,0.0,0,0,0,0,0,0,0.0835197508112397,1,1,1,4.595842792451997,0
5250295,2020-06-30,25,2018-05-08,0.0,0.0,0,0,0,0,0,0,0.0703372082241453,0,1,1,,0
5905658,2022-10-31,41,2019-05-10,0.0,0.0,0,0,0,0,0,0,0.0452127813706549,0,0,1,1.484099164499508,0
5381371,2020-10-31,25,2018-09-19,0.0,0.0,0,0,0,0,0,0,0.0368910498353491,0,0,1,,0
7281918,2022-04-30,9,2021-07-27,0.0,0.0,0,0,0,0,0,0,0.223140174783528,1,1,1,,1
5348610,2021-02-28,24,2019-02-22,0.0,0.0,0,0,0,0,0,0,0.0470624603413066,1,1,1,1.877307666638626,0
5741830,2021-04-30,24,2019-04-01,0.0,0.0,0,0,0,0,0,0,0.0625855888263889,0,0,1,,0
7216393,2021-11-30,12,2020-11-30,0.0,0.0,0,0,0,0,0,0,0.0392579460357597,0,0,0,,0
7740681,2022-07-31,3,2022-04-14,0.0,0.0,0,0,0,0,0,0,0.1168343433169569,0,0,1,3.654434525430721,0
7707920,2022-04-30,3,2022-01-11,0.0,0.0,0,0,0,0,0,0,0.1284369564371099,1,1,1,4.595842792451997,1
7249170,2021-12-31,8,2021-04-09,0.0,0.0,0,0,0,0,0,0,0.0848469002544874,0,0,0,1.484099164499508,0
5381397,2021-03-31,30,2018-09-21,0.0,0.0,0,0,0,0,0,0,0.0307424883358028,0,0,1,,0
7118102,2021-09-30,21,2019-12-23,0.0,0.0,0,0,0,0,0,0,0.0933072640907419,0,1,1,4.595842792451997,0
5217559,2021-07-31,40,2018-03-14,0.0,0.0,0,0,0,0,0,0,0.038157744885428,0,1,1,1.877307666638626,0
7281942,2022-04-30,9,2021-07-26,0.0,0.0,0,0,0,0,0,0,0.0363570168592592,0,1,1,1.877307666638626,0
7740699,2022-10-31,6,2022-04-20,0.0,0.0,0,0,0,0,0,0,0.0446790684546842,1,1,1,4.595842792451997,0
7707938,2022-05-31,4,2022-01-12,0.0,0.0,0,0,0,0,0,0,0.0586755088622447,0,0,0,3.654434525430721,0
5578018,2020-07-31,17,2019-02-08,0.0,0.0,0,0,0,0,0,0,0.0393818700508921,0,1,1,1.877307666638626,0
7740715,2022-09-30,4,2022-05-05,0.0,0.0,0,0,0,0,0,0,0.1248244604892748,1,1,1,4.595842792451997,0
5610795,2020-01-31,11,2019-02-11,0.0,0.0,0,0,0,0,0,0,0.0309678213335985,1,1,1,,0
5381421,2021-07-31,31,2018-12-11,0.0,0.0,0,0,0,0,0,0,0.081061260499927,1,1,1,13.185338798803256,0
5774641,2019-07-31,3,2019-04-10,0.0,0.0,0,0,0,0,0,0,0.0398283782575711,1,1,1,1.877307666638626,1
7183668,2022-06-30,23,2020-07-28,0.0,0.0,0,0,0,0,0,0,0.046318917414134,0,0,1,,0
7249204,2021-08-31,4,2021-04-12,0.0,0.0,0,0,0,0,0,0,0.1286730794302207,1,1,1,4.595842792451997,0
7281975,2022-01-31,6,2021-07-24,0.0,0.0,0,0,0,0,0,0,0.0415108771349522,1,1,1,1.877307666638626,0
7216443,2022-03-31,15,2020-12-01,0.0,0.0,0,0,0,0,0,0,0.0729779555374713,0,0,1,3.654434525430721,1
7249212,2022-02-28,10,2021-04-09,0.0,0.0,0,0,0,0,0,0,0.0953757442710278,0,0,0,3.654434525430721,0
7544125,2020-09-30,12,2019-09-25,0.0,0.0,0,0,0,0,0,0,0.1594156153347043,1,1,1,4.595842792451997,1
7740731,2022-10-31,5,2022-05-11,0.0,0.0,0,0,0,0,0,0,0.0771286897779746,1,1,1,1.877307666638626,1
7281983,2022-06-30,11,2021-07-23,0.0,0.0,0,0,0,0,0,0,0.0615155975208379,1,1,1,4.595842792451997,0
7707979,2022-09-30,8,2022-01-17,0.0,0.0,0,0,0,0,0,0,0.0369442575502573,1,1,1,4.595842792451997,0
7740749,2022-09-30,5,2022-04-29,0.0,0.0,0,0,0,0,0,0,0.0561266600007396,1,1,1,4.595842792451997,0
7216468,2021-03-31,4,2020-11-30,0.0,0.0,0,0,0,0,0,0,0.0976389305991322,0,0,0,3.654434525430721,0
5348693,2019-06-30,8,2018-10-02,0.0,0.0,0,0,0,0,0,0,0.1659749417451305,1,1,1,4.595842792451997,0
7413081,2019-11-30,3,2019-08-23,6.0,0.0,1,1,1,1,1,1,0.1559962881904568,3,3,3,64.5,1
7707995,2022-10-31,9,2022-01-26,63.0,0.0,1,1,1,0,0,0,0.0666634192659693,2,2,2,39.215327073913855,0
7216476,2022-09-30,21,2020-12-01,0.0,0.0,0,0,0,0,0,0,0.0884971911774403,0,0,1,,0
7282015,2021-11-30,4,2021-07-23,0.0,0.0,0,0,0,0,0,0,0.144344977786773,1,1,1,27.662599281971843,0
7118177,2021-09-30,21,2019-12-20,0.0,0.0,0,0,0,0,0,0,0.1116035997598132,0,1,1,,0
7576929,2021-03-31,18,2019-09-26,0.0,0.0,0,0,0,0,0,0,0.0752056089219144,0,0,1,,0
7708001,2022-07-31,6,2022-01-12,0.0,0.0,0,0,0,0,0,0,0.1111997153161089,0,0,0,3.654434525430721,0
7216484,2022-01-31,13,2020-12-03,0.0,0.0,0,0,0,0,0,0,0.1180444042051294,1,1,1,,0
5414248,2021-03-31,29,2018-10-11,0.0,0.0,0,0,0,0,0,0,0.0512329019918,1,1,1,4.595842792451997,0
5807466,2021-05-31,25,2019-04-17,0.0,0.0,0,0,0,0,0,0,0.0824061343797602,1,1,1,,0
7675242,2022-01-31,4,2021-09-29,0.0,0.0,0,0,0,0,0,0,0.0957315018991153,1,1,1,4.595842792451997,0
7216492,2022-09-30,22,2020-11-30,0.0,0.0,0,0,0,0,0,0,0.0539416564763652,1,1,1,,0
7740780,2022-10-31,6,2022-04-14,0.0,0.0,0,0,0,0,0,0,0.1359374655401026,1,1,1,4.595842792451997,0
7282031,2022-01-31,5,2021-08-18,0.0,0.0,0,0,0,0,0,0,0.0440564137200779,1,1,1,27.662599281971843,0
5479795,2020-07-31,20,2018-11-23,0.0,0.0,0,0,0,0,0,0,0.0704967719214883,0,0,1,,0
7183734,2021-08-31,13,2020-07-28,0.0,0.0,0,0,0,0,0,0,0.0834975340860139,0,0,1,,0
5381512,2019-01-31,3,2018-10-04,0.0,0.0,0,0,0,0,0,0,0.063193888094742,0,0,0,,0
7675275,2022-10-31,12,2021-10-08,0.0,0.0,0,0,0,0,0,0,0.0964662798723473,1,1,1,4.595842792451997,0
5348750,2019-05-31,9,2018-08-17,0.0,0.0,0,0,0,0,0,0,0.0926648624014428,1,1,1,4.595842792451997,0
5610894,2020-04-30,14,2019-02-12,0.0,0.0,0,0,0,0,0,0,0.0380984663600854,0,1,1,4.595842792451997,0
7249295,2022-07-31,15,2021-04-09,0.0,0.0,0,0,0,0,0,0,0.0343930555269026,1,1,1,,0
7183767,2022-03-31,20,2020-07-30,0.0,0.0,0,0,0,0,0,0,0.1933162663978286,1,1,1,4.595842792451997,0
7249303,2022-10-31,18,2021-04-09,0.0,0.0,0,0,0,0,0,0,0.03535967876578,1,1,1,,0
7347610,2022-08-31,36,2019-08-06,0.0,0.0,0,0,0,0,0,0,0.0632381532931306,0,0,1,,0
7216542,2021-04-30,4,2020-12-10,0.0,0.0,0,0,0,0,0,0,0.0855595483057727,0,0,0,3.654434525430721,0
7249311,2022-09-30,17,2021-04-12,0.0,0.0,0,0,0,0,0,0,0.0627878642102774,0,1,1,4.595842792451997,0
7282080,2022-07-31,11,2021-08-02,0.0,0.0,0,0,0,0,0,0,0.0634557973634969,1,1,1,,0
5676457,2019-09-30,6,2019-03-07,0.0,0.0,1,1,1,0,0,0,0.0550687412779444,2,2,2,41.7,1
7675309,2022-06-30,9,2021-09-28,0.0,0.0,0,0,0,0,0,0,0.0535799637463127,1,1,1,4.595842792451997,0
7740848,2022-07-31,3,2022-04-14,0.0,0.0,0,0,0,0,0,0,0.0514879075907639,1,1,1,4.595842792451997,0
7740855,2022-09-30,5,2022-04-19,0.0,0.0,0,0,0,0,0,0,0.0375130159299835,1,1,1,4.595842792451997,0
7282106,2021-11-30,4,2021-07-27,0.0,0.0,0,0,0,0,0,0,0.0379533069077085,1,1,1,1.877307666638626,0
5447099,2019-12-31,11,2019-01-09,36.0,0.0,1,1,1,0,0,0,0.0455304966732764,2,2,2,20.396739393194217,1
7413180,2022-02-28,30,2019-08-13,0.0,0.0,0,0,0,0,0,0,0.0790444112165619,0,0,1,,0
7675325,2022-05-31,8,2021-09-28,0.0,0.0,0,0,0,0,0,0,0.0578076281771276,1,1,1,4.595842792451997,0
7708092,2022-09-30,8,2022-01-13,0.0,0.0,0,0,0,0,0,0,0.0722950696198837,1,1,1,4.595842792451997,0
7216575,2022-03-31,16,2020-11-30,0.0,0.0,0,0,0,0,0,0,0.0881050462717607,0,0,0,3.654434525430721,0
7183809,2022-09-30,26,2020-07-27,0.0,0.0,0,0,0,0,0,0,0.0469641109447152,1,1,1,,0
7347651,2021-11-30,28,2019-07-26,0.0,0.0,0,0,0,0,0,0,0.061188097286245,0,1,1,,0
7708100,2022-05-31,4,2022-01-14,0.0,0.0,0,0,0,0,0,0,0.0580420827934445,1,1,1,4.595842792451997,0
7151046,2022-08-31,28,2020-04-06,0.0,0.0,0,0,0,0,0,0,0.0514701224135637,0,0,1,,0
7216583,2021-11-30,11,2020-12-03,0.0,0.0,0,0,0,0,0,0,0.0934363182426162,0,0,0,3.654434525430721,1
7183817,2022-09-30,26,2020-07-28,0.0,0.0,0,0,0,0,0,0,0.1144496993502891,0,0,1,,0
5578190,2019-04-30,3,2019-01-31,0.0,0.0,0,0,0,0,0,0,0.0424599442884197,1,1,1,4.595842792451997,1
7183825,2021-08-31,12,2020-08-20,0.0,0.0,0,0,0,0,0,0,0.0961075313237249,1,1,1,4.595842792451997,0
7183833,2021-12-31,17,2020-07-27,0.0,0.0,0,0,0,0,0,0,0.2552563072498194,0,0,1,,0
7740889,2022-09-30,5,2022-04-21,0.0,0.0,0,0,0,0,0,0,0.1684754262514617,1,1,1,4.595842792451997,0
7249378,2022-10-31,18,2021-04-09,0.0,0.0,0,0,0,0,0,0,0.0364564743357477,0,0,0,3.654434525430721,0
7675366,2022-05-31,8,2021-09-29,0.0,0.0,0,0,0,0,0,0,0.0236604467344481,1,1,1,1.877307666638626,0
5545454,2021-09-30,31,2019-02-06,246.0,0.0,0,1,1,0,0,0,0.038274738022107,1,2,2,,0
7740913,2022-07-31,3,2022-04-19,0.0,0.0,0,0,0,0,0,0,0.1058702479967038,1,1,1,4.595842792451997,0
7183858,2020-11-30,4,2020-07-28,0.0,5.0,1,1,1,1,1,1,0.0832648604017872,3,3,3,41.7,1
5250550,2019-11-30,18,2018-05-04,0.0,0.0,0,0,0,0,0,0,0.0323945878546471,1,1,1,1.877307666638626,0
7740921,2022-09-30,5,2022-04-20,0.0,0.0,0,0,0,0,0,0,0.0509398073403585,0,0,0,3.654434525430721,0
7118334,2021-07-31,19,2019-12-20,0.0,0.0,0,0,0,0,0,0,0.1106085050546184,0,1,1,4.595842792451997,0
7675390,2022-06-30,9,2021-09-29,0.0,0.0,0,0,0,0,0,0,0.1166818947497386,1,1,1,,0
5447172,2022-10-31,47,2018-11-07,0.0,0.0,0,0,0,0,0,0,0.0272809945541014,0,0,1,,0
7118342,2020-08-31,8,2019-12-20,0.0,0.0,0,0,0,0,0,0,0.0303263264531143,1,1,1,1.877307666638626,0
7740939,2022-09-30,4,2022-05-03,0.0,0.0,0,0,0,0,0,0,0.0421219297612272,1,1,1,13.185338798803256,1
7282189,2022-05-31,10,2021-07-29,0.0,0.0,0,0,0,0,0,0,0.0686623026532405,0,1,1,4.595842792451997,0
7183890,2020-11-30,4,2020-07-28,0.0,0.0,0,0,0,0,0,0,0.0295914719932679,1,1,1,1.877307666638626,0
5348883,2019-06-30,10,2018-08-17,0.0,0.0,0,0,0,0,0,0,0.1194556192518923,1,1,1,4.595842792451997,0
5381652,2021-09-30,36,2018-09-19,0.0,0.0,0,0,0,0,0,0,0.069586022013303,0,1,1,,0
7708183,2022-10-31,9,2022-01-13,0.0,0.0,0,0,0,0,0,0,0.0420065974757705,0,1,1,4.595842792451997,0
5250584,2020-05-31,16,2019-01-30,0.0,0.0,0,0,0,0,0,0,0.073109870577828,0,1,1,4.595842792451997,0
7151129,2021-07-31,25,2019-06-05,0.0,0.0,0,0,0,0,0,0,0.0368222573022032,0,1,1,,0
7740954,2022-08-31,4,2022-04-22,0.0,0.0,0,0,0,0,0,0,0.052696334754134,1,1,1,1.877307666638626,1
7675424,2022-10-31,13,2021-09-29,0.0,0.0,0,0,0,0,0,0,0.1232541317567292,0,0,0,,0
7249444,2022-03-31,11,2021-04-12,0.0,0.0,0,0,0,0,0,0,0.1215329067887911,0,0,0,1.484099164499508,0
5414438,2019-09-30,10,2018-11-12,0.0,0.0,0,0,0,0,0,0,0.0506040888171273,1,1,1,4.595842792451997,0
7740970,2022-08-31,4,2022-04-19,0.0,0.0,0,0,0,0,0,0,0.0630268946344848,0,0,0,3.654434525430721,0
7118383,2020-04-30,4,2019-12-23,0.0,0.0,0,0,0,0,0,0,0.0496000548411657,0,0,0,1.484099164499508,0
7675440,2022-02-28,5,2021-09-30,0.0,0.0,0,0,0,0,0,0,0.0441584013210901,1,1,1,1.877307666638626,1
7708209,2022-04-30,3,2022-01-13,0.0,0.0,0,0,0,0,0,0,0.2128013844864042,1,1,1,1.877307666638626,0
7216690,2021-08-31,9,2020-11-30,0.0,0.0,0,0,0,0,0,0,0.1874909897248621,1,1,1,4.595842792451997,1
5283379,2019-09-30,16,2018-05-30,0.0,0.0,0,0,0,0,0,0,0.1484746490433005,1,1,1,4.595842792451997,0
7118391,2022-09-30,33,2019-12-23,0.0,0.0,0,0,0,0,0,0,0.0243497547028507,0,0,1,1.484099164499508,0
7740988,2022-07-31,3,2022-04-19,0.0,0.0,0,0,0,0,0,0,0.05315283382173,0,0,0,3.654434525430721,0
7249469,2022-06-30,14,2021-04-13,0.0,0.0,0,0,0,0,0,0,0.0619530967412409,0,0,0,1.484099164499508,0
5643838,2022-09-30,42,2019-03-06,0.0,0.0,0,0,0,0,0,0,0.0535073043955923,1,1,1,1.877307666638626,0
7216708,2021-12-31,12,2020-12-02,0.0,0.0,0,0,0,0,0,0,0.0704967719214883,0,0,0,1.484099164499508,0
7249477,2022-06-30,14,2021-04-16,0.0,0.0,0,0,0,0,0,0,0.0812358181559903,0,0,0,,0
7282254,2022-06-30,10,2021-08-02,0.0,0.0,0,0,0,0,0,0,0.0620303944894555,1,1,1,4.595842792451997,0
7216724,2022-08-31,20,2020-12-01,0.0,0.0,0,0,0,0,0,0,0.1405687482699466,1,1,1,13.185338798803256,1
7183957,2021-03-31,8,2020-07-30,0.0,0.0,0,0,0,0,0,0,0.1122651157180372,1,1,1,4.595842792451997,0
7675481,2022-09-30,12,2021-09-29,0.0,0.0,0,0,0,0,0,0,0.0483743840047339,1,1,1,1.877307666638626,0
7183965,2021-06-30,11,2020-07-28,0.0,0.0,0,0,0,0,0,0,0.0518873391675142,0,1,1,4.595842792451997,0
5512801,2019-07-31,7,2018-12-17,0.0,0.0,0,0,0,0,0,0,0.0302766823048615,1,1,1,4.595842792451997,0
7118433,2022-02-28,26,2019-12-20,0.0,0.0,0,0,0,0,0,0,0.0265552580844886,1,1,1,13.185338798803256,1
7151202,2022-03-31,23,2020-04-06,0.0,0.0,0,0,0,0,0,0,0.0265972055807401,0,0,1,1.484099164499508,0
7741028,2022-08-31,3,2022-05-02,0.0,0.0,0,0,0,0,0,0,0.0550630697662049,0,0,0,3.654434525430721,0
7216740,2022-04-30,16,2020-12-04,0.0,0.0,0,0,0,0,0,0,0.0321685056983464,0,1,1,1.877307666638626,0
7708266,2022-06-30,5,2022-01-12,0.0,0.0,0,0,0,0,0,0,0.1030842534044488,1,1,1,,0
7282288,2022-10-31,15,2021-07-29,0.0,0.0,0,0,0,0,0,0,0.0756637718176386,0,1,1,4.595842792451997,0
7708274,2022-05-31,4,2022-01-18,0.0,0.0,1,1,1,0,0,0,0.2119411178329786,2,2,2,41.7,1
5807730,2021-03-31,22,2019-05-10,0.0,0.0,0,0,0,0,0,0,0.0339672206995804,1,1,1,,0
7216757,2021-10-31,10,2020-12-01,0.0,0.0,0,0,0,0,0,0,0.0954733973351226,1,1,1,4.595842792451997,0
5611132,2021-12-31,33,2019-03-06,0.0,0.0,0,0,0,0,0,0,0.032538118223008,0,0,1,,0
7216765,2021-04-30,4,2020-12-01,0.0,0.0,0,0,0,0,0,0,0.0843572649421913,0,0,0,3.654434525430721,0
5348990,2022-01-31,41,2018-08-20,0.0,0.0,0,0,0,0,0,0,0.0361009098549472,0,0,1,,0
7183999,2022-06-30,22,2020-08-13,0.0,0.0,0,0,0,0,0,0,0.0833627329482813,1,1,1,1.877307666638626,0
5447297,2020-10-31,24,2018-10-31,0.0,0.0,0,0,0,0,0,0,0.11169636250546,0,0,1,,0
7118466,2022-02-28,26,2019-12-23,0.0,0.0,0,0,0,0,0,0,0.0335954939473273,1,1,1,13.185338798803256,0
7151236,2021-08-31,16,2020-04-14,0.0,0.0,0,0,0,0,0,0,0.0529130910639713,0,1,1,,0
7446149,2021-01-31,17,2019-08-22,0.0,0.0,0,0,0,0,0,0,0.0839089360515921,1,1,1,4.595842792451997,0
7675531,2022-06-30,9,2021-09-30,0.0,0.0,0,0,0,0,0,0,0.0202498357788737,1,1,1,1.877307666638626,0
7216781,2022-07-31,19,2020-12-02,0.0,0.0,0,0,0,0,0,0,0.1011372562215194,0,0,0,,0
7741077,2022-07-31,3,2022-04-20,0.0,0.0,0,0,0,0,0,0,0.0344775512781757,1,1,1,4.595842792451997,0
7413412,2022-08-31,36,2019-08-13,0.0,0.0,0,0,0,0,0,0,0.1267808613826519,1,1,1,,0
7708324,2022-08-31,7,2022-01-25,0.0,0.0,0,0,0,0,0,0,0.0438471068581192,0,0,0,,0
5349048,2020-08-31,23,2018-09-11,0.0,0.0,0,0,0,0,0,0,0.0405234173075643,0,0,1,3.654434525430721,0
7478969,2020-09-30,13,2019-08-29,0.0,0.0,0,0,0,0,0,0,0.043218675354784,1,1,1,4.595842792451997,0
7249592,2021-12-31,29,2019-07-08,0.0,0.0,0,0,0,0,0,0,0.0598383309660678,0,1,1,,0
7446214,2021-09-30,25,2019-08-22,0.0,0.0,0,0,0,0,0,0,0.1135444973357104,0,1,1,,0
7118540,2021-05-31,17,2019-12-23,0.0,0.0,0,0,0,0,0,0,0.0826264658827152,1,1,1,,0
7184088,2020-10-31,3,2020-07-28,0.0,0.0,0,0,0,0,0,0,0.0438181024111797,1,1,1,1.877307666638626,0
7184096,2021-03-31,8,2020-07-28,0.0,0.0,0,0,0,0,0,0,0.0523487225315633,1,1,1,4.595842792451997,0
7216864,2021-08-31,8,2020-12-03,0.0,0.0,0,0,0,0,0,0,0.0460223273668612,0,0,0,3.654434525430721,0
7544547,2022-07-31,33,2019-10-07,0.0,0.0,0,0,0,0,0,0,0.0256060473718557,0,0,1,1.484099164499508,0
7151335,2021-01-31,19,2019-06-07,0.0,0.0,0,0,0,0,0,0,0.0888426195360252,0,1,1,,0
7216872,2022-05-31,17,2020-12-01,0.0,0.0,0,0,0,0,0,0,0.0515232799144231,0,0,1,,0
7249642,2022-01-31,9,2021-04-12,0.0,0.0,1,1,1,0,0,0,0.1166276717933215,2,2,2,41.7,1
5742317,2020-02-29,10,2019-04-03,0.0,0.0,0,0,0,0,0,0,0.0804255389461735,0,1,1,4.595842792451997,0
5545710,2022-05-31,40,2019-01-09,0.0,0.0,0,0,0,0,0,0,0.0955070294073062,0,0,1,,0
7708399,2022-04-30,3,2022-01-24,0.0,0.0,0,0,0,0,0,0,0.1324613564662674,0,0,0,3.654434525430721,0
7184112,2021-11-30,16,2020-07-29,0.0,0.0,0,0,0,0,0,0,0.0450275588545563,0,0,1,,0
7118573,2021-08-31,20,2019-12-23,0.0,0.0,0,0,0,0,0,0,0.0936524473397963,0,1,1,1.877307666638626,0
5676788,2020-06-30,14,2019-04-29,0.0,0.0,1,1,1,0,0,0,0.043541924518944,2,2,2,41.7,1
5218037,2018-06-30,3,2018-03-07,0.0,0.0,0,0,0,0,0,0,0.0927508111052305,1,1,1,4.595842792451997,0
7151350,2021-11-30,29,2019-06-11,0.0,0.0,0,0,0,0,0,0,0.0281510681008107,0,0,1,,0
7708407,2022-05-31,4,2022-01-18,0.0,0.0,0,0,0,0,0,0,0.0773040801880545,1,1,1,4.595842792451997,0
7249667,2021-12-31,8,2021-04-21,0.0,0.0,0,0,0,0,0,0,0.0371145034389193,0,0,0,1.484099164499508,0
7708423,2022-10-31,9,2022-01-13,0.0,0.0,0,0,0,0,0,0,0.1378646574057203,1,1,1,4.595842792451997,0
7249675,2021-10-31,6,2021-04-13,0.0,0.0,0,0,0,0,0,0,0.0751078120604471,0,0,0,,0
7282445,2022-10-31,15,2021-07-26,0.0,0.0,0,0,0,0,0,0,0.0612014078826147,0,1,1,4.595842792451997,0
7118607,2022-05-31,29,2019-12-23,0.0,0.0,0,0,0,0,0,0,0.0533657330629587,1,1,1,4.595842792451997,0
5250832,2018-08-31,4,2018-04-30,0.0,0.0,0,0,0,0,0,0,0.0608930613759504,1,1,1,,0
5414677,2022-04-30,42,2018-10-16,0.0,0.0,0,0,0,0,0,0,0.0510419060229855,0,0,1,,0
7741218,2022-08-31,4,2022-04-21,0.0,0.0,0,0,0,0,0,0,0.0645543292155066,0,0,0,3.654434525430721,0
5644075,2022-02-28,36,2019-02-28,0.0,0.0,0,0,0,0,0,0,0.0943149301222785,1,1,1,1.877307666638626,0
7282478,2022-08-31,12,2021-08-04,0.0,0.0,0,0,0,0,0,0,0.0743975182906359,0,0,0,,0
5218094,2022-02-28,47,2018-03-27,0.0,0.0,0,0,0,0,0,0,0.0398764651672923,0,0,1,,0
5807920,2022-10-31,42,2019-04-26,0.0,0.0,0,0,0,0,0,0,0.0324716667802178,0,0,1,1.484099164499508,0
5316401,2022-08-31,48,2018-08-10,0.0,0.0,0,0,0,0,0,0,0.0668539361831551,0,0,1,3.654434525430721,0
7216948,2022-10-31,22,2020-12-04,0.0,0.0,0,0,0,0,0,0,0.0350921472138813,0,0,0,,0
7249717,2021-11-30,7,2021-04-13,0.0,0.0,0,0,0,0,0,0,0.0888682636138588,0,0,0,3.654434525430721,1
7282486,2022-07-31,11,2021-08-11,0.0,0.0,0,0,0,0,0,0,0.0406879201138533,0,1,1,4.595842792451997,0
7249725,2021-09-30,26,2019-07-02,0.0,0.0,0,0,0,0,0,0,0.1993927935076091,1,1,1,4.595842792451997,0
5218110,2021-11-30,44,2018-03-21,0.0,0.0,0,0,0,0,0,0,0.0254773998557388,0,0,1,,0
7151426,2021-07-31,10,2020-09-23,0.0,0.0,0,0,0,0,0,0,0.0588614042556593,1,1,1,4.595842792451997,0
7216971,2022-05-31,17,2020-12-02,0.0,0.0,0,0,0,0,0,0,0.0835728628214564,0,0,0,3.654434525430721,0
5709647,2020-08-31,17,2019-03-22,155.0,0.0,1,1,1,0,0,0,0.0950910593701055,2,2,2,,0
7151442,2021-02-28,10,2020-04-07,0.0,0.0,0,0,0,0,0,0,0.0603899713280081,1,1,1,4.595842792451997,0
5447511,2021-09-30,35,2018-10-31,0.0,0.0,0,0,0,0,0,0,0.1280709990303574,0,0,1,,0
7675739,2022-10-31,13,2021-09-30,0.0,0.0,0,0,0,0,0,0,0.1093736268503962,1,1,1,4.595842792451997,0
7741283,2022-10-31,5,2022-05-02,0.0,0.0,0,0,0,0,0,0,0.136297355188586,1,1,1,4.595842792451997,0
7216997,2022-04-30,16,2020-12-02,0.0,0.0,0,0,0,0,0,0,0.1254907173677712,0,1,1,1.877307666638626,0
7675762,2022-07-31,9,2021-10-21,0.0,0.0,0,0,0,0,0,0,0.0798796416825777,1,1,1,4.595842792451997,0
7249782,2022-06-30,14,2021-04-12,0.0,0.0,0,0,0,0,0,0,0.1759904877925361,1,1,1,4.595842792451997,0
5709688,2022-08-31,40,2019-04-15,0.0,0.0,0,0,0,0,0,0,0.1035092815261777,1,1,1,1.877307666638626,0
7249790,2022-06-30,14,2021-04-21,0.0,0.0,0,0,0,0,0,0,0.0450460000267956,0,0,0,3.654434525430721,0
7184260,2021-11-30,16,2020-07-29,0.0,0.0,0,0,0,0,0,0,0.237648253274747,1,1,1,4.595842792451997,1
7217029,2021-04-30,4,2020-12-04,0.0,0.0,0,0,0,0,0,0,0.129996368207724,1,1,1,4.595842792451997,0
7217037,2021-10-31,10,2020-12-10,0.0,0.0,1,1,1,0,0,0,0.069960856124911,2,2,2,41.7,1
5382031,2019-05-31,8,2018-09-19,0.0,0.0,0,0,0,0,0,0,0.0939537682941463,1,1,1,,0
7282577,2021-12-31,4,2021-08-11,0.0,0.0,0,0,0,0,0,0,0.0752599329461967,0,0,0,1.484099164499508,0
7643026,2020-01-31,3,2019-10-16,0.0,0.0,0,0,0,0,0,0,0.0418483928281599,0,0,0,1.484099164499508,0
7675796,2022-06-30,9,2021-09-29,0.0,0.0,0,0,0,0,0,0,0.027240331479533,1,1,1,1.877307666638626,0
7708571,2022-07-31,6,2022-01-13,0.0,0.0,0,0,0,0,0,0,0.0446206013778061,1,1,1,1.877307666638626,0
7118748,2022-05-31,29,2019-12-30,0.0,0.0,0,0,0,0,0,0,0.0765729045737572,0,0,1,,0
